id,question,A,B,C,D,answer,category
731,O que um firewall de filtragem de pacotes utiliza para determinar se um pacote pode passar?,tabela de encaminhamento,tabela ARP,tabela NAT,regras de filtro,D,Information security 
732,"Em sistemas de arquivos, qual é o propósito de acessar arquivos por nome?",Facilita a gerenciamento de informações pelo sistema operacional,Amigável ao usuário,Determinar permissões de acesso a arquivos,Realçar a confidencialidade do conteúdo do documento,B,Database
733,"Quais das tecnologias de segurança a seguir é uma tecnologia de segurança dinâmica que integra detecção, gravação, alarme e resposta, capaz não apenas de detectar invasões externas, mas também de monitorar atividades não autorizadas de usuários internos",controle de acesso,detecção de intrusão,varredura dinâmica,pare-fluxo,B,Information security 
734,"ao se conectar a Internet por meio de uma LAN, o que deve estar no computador",MODEM,adaptador de rede,Telefone,interface USB,B,Network 
735,What type of virus is the 'Panda Burning Incense' virus popular on the Internet?,Table of contents,boot area,worm,DOS,C,Information security 
736,O método de gatilho usado pelo vírus não inclui?,gatilho de data,gatilho do mouse,gatilho do teclado,gatilho de chamada de interrupção,B,Information security 
737,"Quais das seguintes componentes é uma combinação de uma série de componentes colocados entre diferentes domínios de segurança da rede, que é o único canal de fluxos de comunicação entre diferentes domínios de segurança da rede, e pode controlar o comportamento de acesso a saída da rede de acordo com as políticas de segurança relevantes da empresa?",servidor proxy,servidor VPN,cortador de firewall,Sistema de Detecção de Intrusão,C,Network 
738,"Entre as opções a seguir, qual termo se refere ao serviço que adota um ou mais mecanismos de segurança para resistir a ataques de segurança, melhorar a segurança do sistema de processamento de dados e transmissão de informações da organização,",ataque de segurança,tecnologia de segurança,serviço de segurança,Mecanismo de Segurança,C,Information security 
739,"Em termos de armazenamento de dados, o que é um repositório para armazenar dados que descreve, organiza e armazena coleções de dados em armazenamento secundário de acordo com um modelo de dados específico,",um banco de dados,Sistemas de bancos de dados,sistema de gerenciamento de banco de dados,aplicativo de banco de dados,A,Database
740,"O que é o software de grande escala usado para criar, utilizar e manter bancos de dados, e pode manipular e gerenciar bancos de dados,",banco de dados,sistemas de bancos de dados,sistema de gerenciamento de banco de dados,aplicativo de banco de dados,C,Database
741,Qual é a tecnologia central de firewall de gateway de camada de aplicação?,filtragem de pacotes,tecnologia de servidor proxy,detecção de estado,detecção de fluxo,B,Information security 
742,Quais tipos de medidas são usadas para dividir VLANs através de comutadores em comutadores em todos os níveis da rede?,isolamento físico,isolamento lógico,isolamento de troca,isolamento de rotas,B,Network 
743,A que tipo de produto a Microsoft's ISA Server 2004 pertence?,corta-fogo de filtragem de pacotes,corta-fogo de nível de circuito,corta-fogo de inspeção de estado,corta-fogo de camada de aplicativo,D,Information security 
744,"Which of the following attack methods is necessary for the hacker to gather intelligence before the attack begins? Through this process, the attacker needs to know as much as possible about all aspects of the target’s security so that they can concentrate their firepower on the attack,",detection,attack,penetration,Upload Trojan,A,Information security 
745,"Em relação às tarefas de gerenciamento abaixo mencionadas, o que se refere às atividades de otimização do desempenho dos sistemas de rede e aplicativos da Internet, incluindo a monitoração de rede e aplicativos, detecção oportuna de congestionamentos ou interrupções de rede, solução de problemas completa baseada em fatos, planejamento de capacidade baseado em fatos e alocação efetiva de recursos de rede",gerenciamento de configuração,gerenciamento de falhas,gerenciamento de desempenho,gerenciamento de segurança,C,Network 
746,Qual modelo listado abaixo é um modelo avançado de gerenciamento de banco de dados que descreve as tarefas administrativas que um administrador de banco de dados deve executar durante a fase de desenvolvimento e a fase de produção em operação?,Modelo de Maturidade do Banco de Dados,Modelo de Maturidade da Aplicação do Banco de Dados,Modelo de Maturidade de Gerenciamento de Banco de Dados,Modelo de Maturidade de Dados,C,Database
747,What is an asymmetric encryption algorithm?,caesar cipher,DES algorithm,Triple DES Algorithm,RSA algorithm,D,Information security 
748,"Uma técnica de hacking utilizada para facilitar um ataque, enganando alguém para que diga algo, é chamada de?",engenharia social,inteligência humana,fraude,software ilegal,A,Information security 
749,Quais são os principais riscos à Internet?,estelionato em leilões online,hacker,vírus de computador,software ilegal,C,Information security 
750,Quais são os tipos mais comuns de ataques a sistemas de computadores?,uso não autorizado,vírus de computador,programa de cavalo de Tróia,Honker,B,Information security 
751,Quais são os tipos mais comuns de ataques a sistemas de computadores?,uso não autorizado,Honker,software ilegal,programa de cavalo de Tróia,D,Information security 
752,Honker se refere a?,"Alguém hackeando o sistema, fingindo ser senhas legítimas",um hacker experiente,Uma pessoa que ataca um sistema para testar uma vulnerabilidade,Alguém que acidentalmente hackeou o sistema,C,Information security 
753,Qual dos seguintes não é a principal rota de transmissão de vírus?,Propagação de Vulnerabilidade Através do Bairro de Rede,Propagação através do sistema operacional,Disseminação via email,Propagação através do site,B,Information security 
754,Quais das seguintes razões tornam o Microsoft Outlook um alvo frequente de ataques de vírus?,Muitos hackers não gostam do Microsoft,O OutLook é mais usado do que outros sistemas de email,O Outlook replica vírus mais rápido,É muito simples escrever programas usando o mecanismo interno do Outlook,B,Information security 
755,Quais das seguintes métodos podem prevenir vírus,instalar firewall,Usar transmissão criptografada,Usar software de email seguro,Nunca abrir anexos de emails desconhecidos,D,Information security 
756,Qual dos seguintes métodos não elimina vírus,A. Utilizar o próprio sistema operacional para limpar vírus,B. Atualizar o software antivírus a tempo,C. Remover o vírus manualmente,D. Antivírus regular,A,Information security 
757,Quais das seguintes métodos é o mais seguro para enviar anexos de email?,Usar códigos secretos para justificar anexos,Somente enviar anexos de planilha,Realizar varredura de anexos com um scanner de vírus antes de abri-los,usar criptografia,D,Information security 
758,Quais das seguintes opções é a mais segura para receber anexos de emails?,Use códigos secretos para justificar anexos,Analisar anexos com um scanner de vírus antes de abri-los,Enviar somente anexos de planilhas,utilizar criptografia,B,Information security 
759,Como um firewall ajudar a proteger contra ataques de vírus,Ataques de vírus não podem ser parados no firewall,feche todos os portas desnecessários,Feche todas as portas de entrada de dados,Nenhuma das opções acima,B,Information security 
760,Qual das seguintes metódias é utilizada por todos os usuários de computador para pré-venir ataques de vírus?,Comprar e configurar um firewall,Fechar todos os portas de entrada,Instalar e usar um antivírus,Usar um cliente de email não-padrão,C,Information security 
761,Como funciona a varredura de vírus?,Bloquear todos os arquivos desconhecidos,Impedir que arquivos se copiem,Comparar arquivos com uma lista de assinaturas de vírus conhecidas,Procurar arquivos com comportamento semelhante a de vírus,C,Information security 
762,Quais tipo de malware é um keylogger?,Vírus,Cavalo de Tróia,Spyware,Vazamento de buffer,C,Information security 
763,"Se você encontrar um servidor Web-alvo em um sistema Windows NT 4.0 agora, o que você pode obter sobre o sistema aqui?",Este é um sistema estável com atualizações infrequentes e provavelmente muito seguro.,"Os administradores de sistemas provavelmente estão trabalhando aqui há muito tempo, então é provavelmente mais seguro.","Este é um build do Windows não verificado, então talvez não seja seguro.",O sistema não é atualizado frequentemente e pode não ser muito seguro.,D,Operating system
764,Quais das seguintes ferramentas podem rastrear endereços IP?,tracert,ipconfig,NetCop usa criptografia,NetStat,A,Network 
765,O que é varredura de portas?,Realizar varredura do sistema alvo para ver qual sistema operacional está em execução,Obter as portas abertas do sistema alvo,Realizar varredura do sistema alvo para ver quais serviços web estão em execução,Obter o endereço IP do servidor de email,B,Information security 
766,O que um Administrador de Sistema Não Deve Fazer Após a Descoberta de uma Fraqueza do Sistema,Alterar software para impedir ameaças,Entrar em contato com a alta administração e discutir como consertar,Documentação,Fazer correções,A,Information security 
767,"Para exibir as informações da tabela de roteamento local, qual dos seguintes comandos deve ser executado?",netstat -e -s,nbtstat -c,netstat -r,nbtstat –S 5,C,Network 
768,Quais comandos podem ser usados para enviar pacotes de dados com tamanho superior a 32 bytes para o host alvo a fim de detectar perda de pacotes e condições de transmissão de linha?,winipcfg,tracert,netstat,ping,D,Network 
769,"Por padrão, o tamanho do pacote enviado pelo comando ping do Windows é",32B,64B,128B,256B,A,Network 
770,"Relacionamento entre a placa de rede e o endereço IP, é isso que está correto?",Placa de rede e endereço IP não têm nada a ver,Existe correspondência um-para-um entre placa de rede e endereço IP,Uma placa de rede pode se associar a múltiplos endereços IP,Windows 9x não pode se associar a múltiplos endereços IP,C,Network 
771,O seguinte não é um inspection de protocolo de rede:,"Verificar se as configurações do protocolo e outros itens na rede estão corretos (deve ser assegurado que as máquinas na rede usem apenas um protocolo, qualquer que seja o protocolo utilizado); se houver um computador com o mesmo nome na rede,","Verificar o modo de comunicação em rede, como se forem duplex completo, etc.","O comando utilitário ping do protocolo TCP/IP pode ser usado para verificar o estado de funcionamento da rede. Isso requer que os técnicos de manutenção entendam os conhecimentos relevantes do protocolo TCP/IP (sequência: ping 127.0.0.1, IP local, segmento de rede local, gateway, etc.)"," Executando o comando tracert <endereço IP de destino>, verifique em qual segmento de rede o pacote de IP está com erro",B,Network 
772,Quais dos seguintes usuários não tem permissão para desligar?,usuário comum,Usuários comuns,administrador,super administrador,A,Operating system
773,Qual dos seguintes comandos verifica o tamanho de memória do roteador?,show ip,show versão,show interface,show ip route,B,Network 
774,"Em uma rede que estava funcionando bem antes, um roteador falhou repentinamente. Qual é a situação mais provável, visto que uma das luzes de status da porta Ethernet está apagada?",a porta está com defeito,Acordo incorreto,Vírus,todos corretos,D,Network 
775,Qual dos seguintes comandos é para entrar no estado de configurar o roteador?,en,show int f0/0,config t,?,C,Network 
776,Qual dos seguintes comandos deve entrar no estado de configuração do roteador para concluir o comando?,show ip int f0/0,log out,copy running-config startup-config,hostname mainroute,D,Network 
777,Um nível que não faz parte da segurança dos computadores em rede é o,extremamente perigoso,risco médio,bastante seguro,segurança geral,D,Information security 
778,Which option is not included in the IP security policy of the Windows Server 2003 system?,security server,client,server,security client,D,Information security 
779,"Quando você resolve um problema de rede, como sabe que o problema foi resolvido?",Pergunte ao usuário se o desempenho do problema ainda existe.,Execute o programa de teste usado na determinação original da natureza do problema.,Use o comando ping para consultar sites remotos.,Exibe os resultados do comando Execute.,B,Network 
780,"Ao fazer uma alteração e a rede ainda não funcionar, qual etapa no processo de solução de problemas você deve executar?",Elaborar um plano de ação.,Avaliar os resultados.,Repetir a operação original até que o problema seja resolvido.,Avaliar os resultados.,C,Network 
781,Em que etapa do processo de solução de problemas um usuário deverá ser questionado a aprender as informações necessárias para resolver o problema?,Defina a natureza do problema.,Coletar informações relevantes e analisar o problema.,Determinar a causa do problema.,Elaborar um plano de ação.,A,Application
782,Qual é a etapa no processo de solução de problemas que deve ser testada para verificar se a modificação está funcionando?,Implementar o plano de ação.,Avaliar os resultados.,Repetir a ação até que o problema seja resolvido.,Documentar a solução.,B,Application
783,"Após a situação ser coletada, qual é o próximo passo no processo de solução de problemas?",Elaborar um plano de ação.,Avaliar os resultados.,Determinar a causa do problema.,Determinar a natureza do problema.,C,Application
784,Em qual camada do modelo OSI é utilizada para determinar se deve-se usar Ethernet_II ou SNAP?,camada física,camada de enlace de dados,camada de rede,camada de transporte,B,Network 
785,Qual camada no modelo OSI cuida da conversão entre ASCII e EBCDIC?,camada de apresentação,camada física,camada de rede,camada de aplicação,A,Network 
786,Em qual camada do modelo OSI é que ocorrem a maioria dos falhós?,camada física,camada de ligação de dados,camada de rede,camada de transporte,A,Network 
787,Qual é a camada responsável por converter informações binárias em frames?,camada física,camada de enlace de dados,camada de rede,camada de transporte,B,Network 
788,Em qual camada do modelo OSI o TCP reside?,camada física,camada de link de dados,camada de rede,camada de transporte,D,Network 
789,Em qual camada do modelo OSI o IP reside?,camada física,camada de ligação de dados,camada de rede,camada de transporte,C,Network 
790,Qual camada do modelo OSI é responsável por determinar a disponibilidade de parceiros de comunicação?,camada de apresentação,camada física,camada de rede,camada de aplicação,D,Network 
791,"Qual é a denominação das regras, convenções e padrões formulados para a troca de dados de rede chamados?",Arquitetura,protocolo,Topologia de rede,Modelo,B,Network 
792,O que é o dispositivo Hub usado na rede?,placa de rede, repetidor,hub,cabo,C,Network 
793,O que é um computador que fornece recursos compartilhados de forma centralizada e gerencia esses recursos em uma rede de área local?,servidor,o anfitrião,estação de trabalho,termminal,A,Network 
794,O que é um computador que executa funções em uma rede de computadores?,terminal,linha de comunicação,computador host,processador de controle de comunicação,C,Network 
795,Quais das seguintes opções é um canal para transmitir sinais?,Linha telefônica,"Fio de energia, par twistenado, fio de terra","Par twistenado, cabo coaxial, fio ótico","Fio de energia, fio ótico, par twistenado",C,Network 
796,Qual dos seguintes é uma afirmação incorreta sobre a virtual local area network (VLAN)?,Os usuários em diferentes VLANs podem se comunicar diretamente um com o outro,As estações de trabalho de cada VLAN podem estar em diferentes LANs,A VLAN é um grupo lógico composto por segments de LAN que não tem relação com a localização física,A VLAN pode controlar flexivelmente as atividades de broadcast,A,Network 
797,"Na descrição a seguir da system call, o erro está em",O processo chamado na system call é executado em 'modo user',Diversos serviços fornecidos pelo sistema operacional podem ser obtidos por meio de system calls,System calls transmitem solicitações de aplicativos para o núcleo do sistema para execução,System calls protegem algumas instruções do sistema que podem ser executadas apenas em modo kernel,A,Operating system
798,Qual dos seguintes endereços IP pode ser atribuído a um computador?,256.1.3.4,197.3.11.0,199.5.89,11.15.33.235,D,Network 
799,"Após a operação da expressão a = 5? 0 : 1, qual é o valor final da variável a?",5,1,0,TRUE,C,Application
800,"O endereço de rede é 172.16.0.0, e a máscara de sub-rede é 255.255.224.0. A seguinte afirmação está correta,","O endereço de difusão de uma das sub-redes é: 172.16.32.255,","O endereço de difusão de uma das sub-redes é: 172.16.128.255,","8 sub-redes efetivas são divididas,",6 sub-redes efetivas são divididas,D,Network 
801,"Antes de enviar uma encomenda para um motorista específico, precisamos calcular a probabilidade de o motorista escolher aceitar a encomenda. Existem duas encomendas A e B para um determinado motorista. Sabe-se: 1. Se apenas a encomenda A for transmitida ao motorista, a probabilidade do motorista aceitar é Pa; 2. Se apenas a encomenda B for transmitida ao motorista, a probabilidade do motorista aceitar é Pb; Qual é a probabilidade de o motorista escolher A?",Pa,Pa*(1-Pb),Pa*(1-Pb)/(1-Pa*Pb),[1-(1-Pa)*(1-Pb)]*Pa/(Pa+Pb),D,Application
802,"Para uma conexão TCP, o status de conexão impossível da parte ativamente fechada é,",CLOSE_WAIT,FIN_WAIT2,TIME_WAIT,FIN_WAIT1,A,Network 
803,Qual dos seguintes enunciados sobre TCP e UDP está correto?,são sem conexão,"TCP é sem conexão, UDP é orientado por conexão","TCP é adequado para redes de grande area com baixa confiabilidade, enquanto que UDP é adequado para redes de area local com alta confiabilidade","TCP é adequado para redes de area local com alta confiabilidade, enquanto que UDP é adequado para redes de grande area com baixa confiabilidade",C,Network 
804,"No ambiente gcc, dado o array conhecido int arr[5]={1,2,3,4,5}; então o resultado de *(*(&arr+1)-1) é",1,0,4,5,D,Operating system
805,"No sistema Linux, há um arquivo de teste, as permissões são -rw–wx–x, se as permissões são representadas por números, é,",641,742,652,651,D,Operating system
806,Qual dos seguintes grupos de protocolos é um protocolo de camada de rede?,"IP, TCP e UDP","ARP, IP e UDP","FTP, SMTP e Telnet","ICMP, ARP e IP",D,Network 
807,"No descrito de sistema de chamada, o erro é,","O processo chamado na chamada de sistema executa em 'modo usuário',","Diversos serviços fornecidos pelo sistema operacional podem ser obtidos por meio de chamadas de sistema,","As chamadas de sistema transmitem solicitações de aplicativos ao kernel do sistema para execução,",As chamadas de sistema protegem algumas instruções operacionais que podem ser executadas apenas no modo kernel,A,Operating system
808,Qual das ações a seguir converte um endereço lógico em um endereço físico na memória?,compartilhar,redefinir,conectar,executar,B,Operating system
809,"Das 4 condições necessárias para ocorrência de deadlock, qual delas é irrealista de ser quebrada?",condição de exclusão mútua,condição de não privação,condições de requisição e espera,condição de loop de espera,A,Middleware
810,"Quando se trata do sistema operacional Linux/Unix, qual é o comando usado para enviar um sinal para um processo?",signal,kill,create,fork,B,Operating system
811,Quais das seguintes sinais serão enviados quando um processo termina no sistema operacional Linux/Unix,SIGCHLD,SIGINT,SIGTERM,SIGQUIT,C,Operating system
812,Quais das seguintes não é um método de solicitação no protocolo HTTP?,READ,GET,HEAD,PUT,A,Application
813,"Quando se trata de sistemas operacionais, qual deles NÃO Ã© um sistema operacional de rede (NOS, Network Operating System)?",DOS,NetWare,Windows,Linux,A,Operating system
814,"Em processo de comunicação de dados, qual é o processo de restauração de sinais analógicos para sinais digitais?",modulação,desmodulação,controle de fluxo,controle de erro,B,Information security 
815,A configuração de uma rede de computadores requer hardware de rede e o quê?,Arquitetura,recurso sub-rede,sistema operacional de rede,Meio de transmissão,C,Network 
816,Quais sinais são transmitidos por cabos twisted pair e coaxiais,pulso de luz,infravermelho,sinal eletromagnético,micro-ondas,C,Network 
817,What is the abbreviation for LAN?,MAN,sistema operacional de rede,rede de área local,Wan,C,Network 
818,Qual é a forma de transmissão mais rápida na comunicação de uma rede de computadores?,cabo coaxial,fiber optic cable (cabo ótico),twisted pair (par trançado),cabo de cobre,B,Network 
819,Quais são as principais características distintivas de uma rede de computadores?,Operação rápida,Alta precisão operacional,Capacidade de armazenamento grande,Compartilhamento de recursos,D,Network 
820,De que tipo de rede a rede de computadores estabelecida por uma escola faz parte?,MAN (Metropolitan Area Network),Rede de Área Local (local area network),Rede de Gerenciamento Interna,Rede Pública de Informação da Escola,B,Network 
821,Qual é a função do Modem?,Realizar rede remota de computadores,Enviar sinais binários entre computadores,Realizar a conversão de sinal digital e sinal analógico,Melhorar a velocidade de comunicação entre computadores,C,Middleware
822,Which of the following options best describes the network layer of the OSI model?,"Garantir que os dados estejam em ordem correta, sem erros e completos",Fornece uma interface entre o usuário e a rede,Lida com a transmissão de sinais pelo meio,Controlar o roteamento de pacotes através da rede,D,Network 
823,Qual é a ordem correta para a velocidade de leitura e escrita da memória?,RAM > Cache > disco rígido > disco flexível,Cache > RAM > disco rígido > disco flexível,Cache > disco rígido > RAM > disco flexível,RAM > disco rígido > disco flexível > Cache,B,Middleware
824,"Qual é o meio usado na opção para linhas de encosto de rede e conexões ao ar livre,",Par torcido desprotegido,Par torcido protegido,Cabo coaxial,Fibra ótica,D,Network 
825,Qual dos seguintes descritores sobre o processo está incorreto?,o processo é dinâmico,o processo tem vida útil,Múltiplos processos podem ser executados em paralelo sem um mecanismo de sincronização,A execução de um programa é um processo,C,Operating system
826,Qual dos seguintes endereços pode ser atribuído a um host como um endereço de IP de classe B?,127.0.0.1,192.12.25.255,202.96.96.0,162.3.5.1,B,Network 
827,"Se uma rede de classe C é sub-redescrita com uma máscara de 255.255.255.224, quantos sub-redes utilizáveis serão gerados,",16,6,2,4,B,Network 
828,Qual é a opção que pode realizar a transmissão simultânea de múltiplos sinais em um par de linhas de transmissão?,multiplexação por divisão de frequência,multiplexação por divisão de tempo,WDM (Multiplexação por Divisão de comprimento de onda),multiplexação por divisão de código,A,Network 
829,Qual dos seguintes descritores sobre o protocolo TCP está correto?,Um protocolo de camada de transporte simples e orientado a datagramas,Um protocolo orientado a conexão,Utilizado principalmente em aplicações que não requerem confirmação de transmissão de dados ou geralmente transmitem apenas uma pequena quantidade de dados,Sem mecanismo para garantir a confiabilidade da comunicação,B,Network 
830,Qual dos seguintes não faz parte do acordo de PPP?,Protocolo TCP,Encapsulamento de datagramas IP,Protocolo de Controle de Link,Protocolo de Controle de Rede,A,Network 
831,Qual das opções a seguir pertence à gerenciamento de falhas?,Monitoramento em tempo real de operações anormais de todos os dispositivos e canais de rede,Responsável pelo monitoramento de desempenho da rede completa,Responsável por completar a configuração de todo o sistema de rede,Responsável por realizar verificações de segurança em operadores que acessam o sistema de rede,A,Application
832,"A segurança da rede não inclui qual das seguintes opções,","Segurança do sistema para equipamentos de rede, software, etc.",Segurança de Informação de Rede,Segurança de Conteúdo da Web,Segurança para Gerenciamento de Rede,C,Information security 
833,Qual a opção refere-se à quantidade de memória disponível para o usuário?,Capacidade de ROM,Capacidade de RAM,Capacidade de RAM + ROM,Capacidade de CD-ROM,B,Infrastructure
834,"Em relação a processos e threads, qual das opções a seguir é incorreta?",Um processo pode conter múltiplos threads,A troca de processos é mais rápida do que entre threads,Cada thread pode compartilhar todos os recursos de todo o processo,A menor unidade de agendamento em Unix é um thread,B,Operating system
835,Quais dos seguintes programas podem ser executados diretamente por um computador?,um programa fonte,um montador,um programa alvo,um programa de linguagem de máquina,D,Software architecture
836,Qual afirmativa sobre sinais de banda base está correta?,Transmitir sinais múltiplos no mesmo canal,A faixa de frequência do canal é geralmente dividida,É uma forma de onda quadrada multi-nível,Sinais transmitidos em seu estado original,D,Network 
837,O máscara de sub-rede em um segmento de rede de classe C é 255.255.255.224; qual das opções a seguir não está no mesmo segmento de rede que dispositivos com outros endereços?,202.13.129.143,202.13.129.136,202.13.129.129,202.13.129.175,D,Network 
838,Qual dos protocolos a seguir não é um protocolo de camada de aplicação TCP/IP?,SMTP,UDP,DNS,FTP,B,Network 
839,Qual das seguintes descrições sobre WLAN está incorreta?,Os dispositivos cliente WLAN não requerem qualquer licença para usar,As redes sem fio são mais seguras do que as redes com fio,Um bridge sem fio remoto pode conectar uma rede cabeada e uma rede sem fio,Uma WLAN pode ser configurada em modo ponto a ponto,B,Network 
840,Quais a opção não é incluída nas funções básicas do sistema operacional?,gerenciamento de armazenamento,gerenciamento de arquivos,tolerância a falhas do sistema,gerenciamento de dispositivos,C,Operating system
841,Quais das seguintes números de porta padrão do sistema está incorreto?,Porta SSH 22,Porta mysql 3306,Porta Telnet 20,Porta https 443,C,Network 
842,"O endereço de broadcast para 16.10.1.0.1/17 é,",10.1.128.255,10.1.63.255,10.1.127.255,10.1.126.255,C,Network 
843,"Em relação aos componentes de armazenamento de sistemas embarcados, qual apresenta a maior velocidade de acesso?",Memória,Banco de registros,Flash,Cache,B,Infrastructure
844,Qual é a interface entre o kernel do sistema operacional em tempo real (RTOS) e o aplicativo chamado?,Interface I/O,PCI,APIs,GUI,C,Operating system
845,"Qual é o tamanho da chave do algoritmo de criptografia DES, sendo que ele é 56 bits? Quantos bits é o tamanho da chave do algoritmo de criptografia Triple DES?",168,128,112,56,C,Information security 
846,Qual das seguintes métodos de ataque a tráfego de analise pertence?,passivo-agressivo,ataque ativo,ataque físico,ataque de distribuição,A,Information security 
847,"No sistema Windows, qual comando pode ser usado para associar o endereço IP do host local e o endereço MAC?",arp -a,arp -g,arp -s,arp -d,C,Operating system
848,"Quando o navegador insere o nome do domínio para acessar, qual é a primeira operação a ser realizada?",DNS,Explicar execução,Enviar mensagem de solicitação de página,Estabelecer uma conexão TCP,A,Application
849,"Executar primeiro um backup completo em um determinado ponto no tempo, e backups subsequentes apenas precisarão registrar a diferença entre os dados atuais e o backup completo. Qual é o nome deste método de backup?",differential backup,incremental backup,full backup,revision backup,A,Infrastructure
850,Quais das opções a seguir é um cluster de armazenamento ou computação distribuída?,HA,GFS,Cache,LVS,B,System architecture
851,"Em Linux, como visualizar a lista de processos no sistema?",rsync,ps,cp,mv,B,Operating system
852,Como verificar o endereço IP do sistema atual no Windows?,ipconfig,ifconfig,netstat,ping,A,Operating system
853,"Em Linux, como verificar o uso de memória do sistema?",top,iftop,vmstat,iostat,A,Operating system
854,"Em sistemas Linux, como verificar o status de conexão de rede do sistema?",netstat,ps,ls,df,A,Network 
855,"Em sistemas Linux, como verificar o uso do CPU do sistema?",top,ls,grep,df,A,Operating system
856,Qual dos seguintes comandos pode ser usado para visualizar o conteúdo de um arquivo de log de sistema em Linux?,tail,cp,mv,touch,A,Operating system
857,Quais das seguintes ferramentas podem ser usadas para fazer backup e restaurar um sistema no Windows?,rsync,dd,Windows Backup,scp,C,Operating system
858,Como visualizar a lista atual de processos do sistema no Linux?,top,kill,ps,netstat,C,Operating system
859,Como instalar pacotes novos no Linux?,apt-get install,reboot,ifconfig,chmod,A,Operating system
860,"Em monitoramento de sistemas, qual indicador é possível visualizar o uso de memória do sistema?",uso da CPU,tráfego de rede,espaço em disco,utilização de memória,D,Infrastructure
861,Como verificar a carga atual do sistema?,uptime,ls,ping,ssh,A,Infrastructure
862,"No sistema syslog, qual nível representa uma mensagem de erro?",INFO,WARNING,DEBUG,ERROR,D,Information security 
863,"Em sistemas Linux, como verificar o uso do disco do sistema?",ls,df,ps,fsck,B,Operating system
864,"Em sistema operacional Windows, qual comando pode ser usado para exibir processos correntemente em execução e seus usos de recursos?",task list,ls,ps,top,A,Operating system
865,"Em monitoramento de sistemas, qual é a ferramenta de monitoramento de tráfego de rede frequentemente utilizada?",top,vmstat,iftop,sar,C,Network 
866,Quais são as causas comuns de falta de memória em sistemas Linux?,vazamento de processos,falha do disco,problema de internet,falha de energia elétrica,A,Operating system
867,Como visualizar o processo com o maior uso do CPU em um sistema Linux?,top,ps,df,netstat,A,Operating system
868,"No sistema operacional Windows, qual é a ferramenta utilizada para backup e restauração do sistema?",Backup e Restore,Time Machine,Acronis True Image,Clonezilla,A,Operating system
869,"Em Linux, como verificar a carga do sistema atual?",comando top,comando pwd,comando mv,comando cat,A,Operating system
870,Como instalar pacotes de software no sistema Linux?,comando rpm,comando ls,comando grep,comando mkdir,A,Operating system
871,Como verificar o uso de memória de um sistema Linux em tempo real?,comando free,comando chmod,comando tar,comando ssh,A,Operating system
872,Qual é o comando para liberar espaço em disco no Windows?,dir,cd,clean mgr,chkdsk,C,Operating system
873,"Em um arquivo de log, o que geralmente representa o nível de logging de informações operacionais normais?",DEBUG,INFO,WARNING,ERROR,B,Application
874,"Em Shell script, como obter o caminho do diretório da script atual?",pwd,dirname,basename,cd,B,Operating system
875,"Em sistema Linux, qual comando verifica a carga do sistema?",ls,dd,top,fsck,C,Operating system
876,Como instalar o servidor HTTP Apache?,via o comando apt-get,via o comando ifconfig,via o comando netstat,via o comando grep,A,Infrastructure
877,Como verificar o uso de memória em um sistema Linux?,por meio do comando ls,por meio do comando dd,por meio do comando top,por meio do comando fsck,C,Operating system
878,Quais não são as possíveis razões pelo fato do servidor Linux não poder acessar a rede externa?,Erro de configuração de rede,Configurações incorretas do firewall,Problema de resolução de DNS,Sistema sem memória disponível,D,Network 
879,Como verificar o status de conexão de rede do sistema Linux?,via o comando ls,via o comando dd,via o comando netstat,via o comando grep,C,Network 
880,"Em Shell script, como se faz a verificação de condição?",por meio do comando ls,por meio do comando dd,por meio do statement if,por meio do comando grep,C,Operating system
881,Como fazer backup de um banco de dados MySQL?,Copiar arquivos de banco de dados por meio do comando cp,Mover arquivos de banco de dados com o comando mv,Exportar o banco de dados por meio do comando mysqldump,Excluir arquivos de banco de dados por meio do comando rm,C,Database
882,"Em um sistema Windows, qual comando é usado para visualizar a lista de processos?",ls,ps,top,task list,D,Operating system
883,Quais das seguintes comandos podem ajudar na monitoração do tráfego de rede em um sistema Linux?,top,netstat,ping,ps,B,Network 
884,"Quando os usuários reportam que um site na web não pode ser acessado, qual dos seguintes comandos pode ser usado para diagnosticar o problema?",traceroute,nslookup,ifconfig,ftp,A,Network 
885,"Quando o sistema Linux está sob alta carga, qual dos comandos a seguir pode verificar a carga do sistema?",ps,df,top,ls,C,Operating system
886,"Em um sistema Linux, qual dos seguintes arquivos registra o log de login do sistema?",/var/log/messages,/var/log/syslog,/var/log/secure,/var/log/kernel,C,Operating system
887,"Em um script de shell, qual dos seguintes símbolos é usado para redirecionar a saída de um comando para um arquivo?",>,<,|,&,A,Middleware
888,"Em um sistema Windows, qual das seguintes ferramentas é usada para backup e restauração do sistema?",Time Machine,Acronis True Image,Robocopy,Carbon Copy Cloner,B,Infrastructure
889,"Em Linux, qual comando verifica o uso de recursos de um processo?",top,ls,grep,df,A,Operating system
890,Como instalar pacotes de software no sistema Linux?,apt-get install,cat,mv,rm,A,Operating system
891,"Em sistema de monitoramento, qual dos indicadores a seguir pode medir a carga da rede?",uso da CPU,uso de memória,tráfego de rede,uso do HDD,C,Network 
892,"Ao iniciar o sistema Linux, aparece uma mensagem de erro ""Kernel Panic"". O que isso costuma significar?",falha no disco rígido,falha na memória,falha no CPU,bug do kernel,D,Operating system
